Zip,population,density,City,St,State,CitySt,County,Country,Coordinates,lat,long
72444,1809,7.3,Maynard,Arkansas,AR,"Maynard,AR",Randolph,US,"36.4386, -90.8749",36.4386,-90.8749
72449,298,28.7,O Kean,Arkansas,AR,"O Kean,AR",Randolph,US,"36.1797, -90.8241",36.1797,-90.8241
72455,12279,17.1,Pocahontas,Arkansas,AR,"Pocahontas,AR",Randolph,US,"36.2829, -90.9968",36.2829,-90.9968
72460,761,5.4,Ravenden Springs,Arkansas,AR,"Ravenden Springs,AR",Randolph,US,"36.3104, -91.2094",36.3104,-91.2094
72462,353,26.1,Reyno,Arkansas,AR,"Reyno,AR",Randolph,US,"36.3744, -90.7676",36.3744,-90.7676
72478,370,3,Warm Springs,Arkansas,AR,"Warm Springs,AR",Randolph,US,"36.4803, -91.0515",36.4803,-91.0515
72322,133,39.1,Caldwell,Arkansas,AR,"Caldwell,AR",St. Francis,US,"35.0562, -90.8288",35.0562,-90.8288
72326,1601,10.5,Colt,Arkansas,AR,"Colt,AR",St. Francis,US,"35.0881, -90.8895",35.0881,-90.8895
72335,19017,48.7,Forrest City,Arkansas,AR,"Forrest City,AR",St. Francis,US,"35.0091, -90.7886",35.0091,-90.7886
72336,19017,48.7,Forrest City,Arkansas,AR,"Forrest City,AR",St. Francis,US,"35.0081, -90.7898",35.0081,-90.7898
72340,222,4.3,Goodwin,Arkansas,AR,"Goodwin,AR",St. Francis,US,"34.9358, -91.0292",34.9358,-91.0292
72346,564,3.3,Heth,Arkansas,AR,"Heth,AR",St. Francis,US,"35.0973, -90.4586",35.0973,-90.4586
72348,2513,6.1,Hughes,Arkansas,AR,"Hughes,AR",St. Francis,US,"34.9454, -90.4741",34.9454,-90.4741
72359,462,78.7,Madison,Arkansas,AR,"Madison,AR",St. Francis,US,"35.0252, -90.7086",35.0252,-90.7086
72372,2040,6,Palestine,Arkansas,AR,"Palestine,AR",St. Francis,US,"34.9663, -90.9049",34.9663,-90.9049
72392,540,4,Wheatley,Arkansas,AR,"Wheatley,AR",St. Francis,US,"34.9207, -91.1086",34.9207,-91.1086
72394,495,2.9,Widener,Arkansas,AR,"Widener,AR",St. Francis,US,"35.0592, -90.6293",35.0592,-90.6293
72011,4295,27.9,Bauxite,Arkansas,AR,"Bauxite,AR",Saline,US,"34.5091, -92.4828",34.5091,-92.4828
72015,29822,128.7,Benton,Arkansas,AR,"Benton,AR",Saline,US,"34.4933, -92.5896",34.4933,-92.5896
72018,540,5.6,Benton,Arkansas,AR,"Benton,AR",Saline,US,"34.5645, -92.5868",34.5645,-92.5868
72022,17042,362.3,Bryant,Arkansas,AR,"Bryant,AR",Saline,US,"34.6068, -92.492",34.6068,-92.492
72089,2677,62.7,Bryant,Arkansas,AR,"Bryant,AR",Saline,US,"34.5959, -92.489",34.5959,-92.489
72122,521,3.4,Paron,Arkansas,AR,"Paron,AR",Saline,US,"34.7853, -92.7482",34.7853,-92.7482
72158,1362,12.1,Benton,Arkansas,AR,"Benton,AR",Saline,US,"34.635, -92.6597",34.635,-92.6597
72167,1502,14.8,Traskwood,Arkansas,AR,"Traskwood,AR",Saline,US,"34.4508, -92.6547",34.4508,-92.6547
72841,195,1.7,Harvey,Arkansas,AR,"Harvey,AR",Scott,US,"34.8762, -93.764",34.8762,-93.764
72926,612,2.5,Boles,Arkansas,AR,"Boles,AR",Scott,US,"34.7654, -94.0629",34.7654,-94.0629
72944,3707,14.3,Mansfield,Arkansas,AR,"Mansfield,AR",Scott,US,"35.0432, -94.2204",35.0432,-94.2204
72950,335,1.2,Parks,Arkansas,AR,"Parks,AR",Scott,US,"34.8003, -93.9509",34.8003,-93.9509
72958,7089,9,Waldron,Arkansas,AR,"Waldron,AR",Scott,US,"34.9026, -94.0772",34.9026,-94.0772
72636,6,31.7,Gilbert,Arkansas,AR,"Gilbert,AR",Searcy,US,"35.9879, -92.7163",35.9879,-92.7163
72639,826,4.1,Harriet,Arkansas,AR,"Harriet,AR",Searcy,US,"35.9991, -92.5042",35.9991,-92.5042
72645,2006,4.2,Leslie,Arkansas,AR,"Leslie,AR",Searcy,US,"35.8272, -92.5663",35.8272,-92.5663
72650,4005,6.3,Marshall,Arkansas,AR,"Marshall,AR",Searcy,US,"35.9267, -92.6402",35.9267,-92.6402
72669,53,23.4,Pindall,Arkansas,AR,"Pindall,AR",Searcy,US,"36.0675, -92.8864",36.0675,-92.8864
72675,1226,3.1,Saint Joe,Arkansas,AR,"Saint Joe,AR",Searcy,US,"35.9877, -92.7928",35.9877,-92.7928
72686,122,2.5,Witts Springs,Arkansas,AR,"Witts Springs,AR",Searcy,US,"35.7681, -92.8668",35.7681,-92.8668
72901,20985,951.6,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.3653, -94.411",35.3653,-94.411
72902,20985,951.6,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.3862, -94.4091",35.3862,-94.4091
72903,26143,602.5,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.3427, -94.3784",35.3427,-94.3784
72904,22438,644.2,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.4051, -94.3872",35.4051,-94.3872
72905,22438,644.2,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.3859, -94.3985",35.3859,-94.3985
72906,22438,644.2,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.3859, -94.3985",35.3859,-94.3985
72908,13698,637.1,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.3219, -94.4028",35.3219,-94.4028
72913,13698,637.1,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.3859, -94.3985",35.3859,-94.3985
72914,13698,637.1,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.3859, -94.3985",35.3859,-94.3985
72916,8127,79.5,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.2502, -94.3703",35.2502,-94.3703
72917,8127,79.5,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.3859, -94.3985",35.3859,-94.3985
72918,8127,79.5,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.3859, -94.3985",35.3859,-94.3985
72919,8127,79.5,Fort Smith,Arkansas,AR,"Fort Smith,AR",Sebastian,US,"35.3859, -94.3985",35.3859,-94.3985
72923,4857,244,Barling,Arkansas,AR,"Barling,AR",Sebastian,US,"35.333, -94.3082",35.333,-94.3082
72936,14868,63.8,Greenwood,Arkansas,AR,"Greenwood,AR",Sebastian,US,"35.1955, -94.253",35.1955,-94.253
72937,3275,23,Hackett,Arkansas,AR,"Hackett,AR",Sebastian,US,"35.1945, -94.3983",35.1945,-94.3983
72938,1201,10.7,Hartford,Arkansas,AR,"Hartford,AR",Sebastian,US,"35.0222, -94.3819",35.0222,-94.3819
72940,2881,22,Huntington,Arkansas,AR,"Huntington,AR",Sebastian,US,"35.0963, -94.3313",35.0963,-94.3313
72941,5400,37.7,Lavaca,Arkansas,AR,"Lavaca,AR",Sebastian,US,"35.3661, -94.1917",35.3661,-94.1917
72945,226,171.5,Midland,Arkansas,AR,"Midland,AR",Sebastian,US,"35.0932, -94.3533",35.0932,-94.3533
71823,39,3.5,Ben Lomond,Arkansas,AR,"Ben Lomond,AR",Sevier,US,"33.8115, -94.1251",33.8115,-94.1251
71832,11238,24.6,De Queen,Arkansas,AR,"De Queen,AR",Sevier,US,"34.0442, -94.3386",34.0442,-94.3386
71841,1026,5.1,Gillham,Arkansas,AR,"Gillham,AR",Sevier,US,"34.157, -94.3165",34.157,-94.3165
71842,2197,11.2,Horatio,Arkansas,AR,"Horatio,AR",Sevier,US,"33.9392, -94.2959",33.9392,-94.2959
71846,2810,4.7,Lockesburg,Arkansas,AR,"Lockesburg,AR",Sevier,US,"33.9306, -94.1276",33.9306,-94.1276
72482,1106,7,Williford,Arkansas,AR,"Williford,AR",Sharp,US,"36.2453, -91.3792",36.2453,-91.3792
72513,2889,11.7,Ash Flat,Arkansas,AR,"Ash Flat,AR",Sharp,US,"36.2201, -91.6421",36.2201,-91.6421
72521,5355,14.8,Cave City,Arkansas,AR,"Cave City,AR",Sharp,US,"35.9517, -91.5444",35.9517,-91.5444
72525,354,2.6,Cherokee Village,Arkansas,AR,"Cherokee Village,AR",Sharp,US,"36.311, -91.597",36.311,-91.597
72529,4814,93.4,Cherokee Village,Arkansas,AR,"Cherokee Village,AR",Sharp,US,"36.3011, -91.5281",36.3011,-91.5281
72532,1058,6.4,Evening Shade,Arkansas,AR,"Evening Shade,AR",Sharp,US,"36.0855, -91.598",36.0855,-91.598
72542,3712,9.3,Hardy,Arkansas,AR,"Hardy,AR",Sharp,US,"36.3227, -91.411",36.3227,-91.411
72569,391,4.3,Poughkeepsie,Arkansas,AR,"Poughkeepsie,AR",Sharp,US,"36.0767, -91.4793",36.0767,-91.4793
72577,814,6.4,Sidney,Arkansas,AR,"Sidney,AR",Sharp,US,"36.0664, -91.642",36.0664,-91.642
72051,850,5.7,Fox,Arkansas,AR,"Fox,AR",Stone,US,"35.7682, -92.3043",35.7682,-92.3043
72533,406,3.7,Fifty Six,Arkansas,AR,"Fifty Six,AR",Stone,US,"35.992, -92.2182",35.992,-92.2182
72555,168,5.3,Marcella,Arkansas,AR,"Marcella,AR",Stone,US,"35.7756, -91.8718",35.7756,-91.8718
72560,8979,10.4,Mountain View,Arkansas,AR,"Mountain View,AR",Stone,US,"35.8208, -92.0389",35.8208,-92.0389
72567,321,8.7,Pleasant Grove,Arkansas,AR,"Pleasant Grove,AR",Stone,US,"35.8265, -91.8958",35.8265,-91.8958
72657,347,1.9,Timbo,Arkansas,AR,"Timbo,AR",Stone,US,"35.919, -92.1272",35.919,-92.1272
72663,196,6.1,Onia,Arkansas,AR,"Onia,AR",Stone,US,"35.9403, -92.3459",35.9403,-92.3459
72680,936,8.4,Timbo,Arkansas,AR,"Timbo,AR",Stone,US,"35.8845, -92.2913",35.8845,-92.2913
71724,444,140.5,Calion,Arkansas,AR,"Calion,AR",Union,US,"33.3261, -92.5464",33.3261,-92.5464
71730,30995,27.2,El Dorado,Arkansas,AR,"El Dorado,AR",Union,US,"33.2073, -92.6629",33.2073,-92.6629
71731,30995,27.2,El Dorado,Arkansas,AR,"El Dorado,AR",Union,US,"33.2076, -92.6663",33.2076,-92.6663
71747,1088,5.3,Huttig,Arkansas,AR,"Huttig,AR",Union,US,"33.0459, -92.1942",33.0459,-92.1942
71749,2493,6.1,Junction City,Arkansas,AR,"Junction City,AR",Union,US,"33.0163, -92.7243",33.0163,-92.7243
71750,2493,6.1,Lawson,Arkansas,AR,"Lawson,AR",Union,US,"33.1968, -92.4829",33.1968,-92.4829
71758,383,2.5,Mount Holly,Arkansas,AR,"Mount Holly,AR",Union,US,"33.3085, -92.9443",33.3085,-92.9443
71759,534,36.6,Norphlet,Arkansas,AR,"Norphlet,AR",Union,US,"33.316, -92.6629",33.316,-92.6629
71762,2189,16.9,Smackover,Arkansas,AR,"Smackover,AR",Union,US,"33.3398, -92.7442",33.3398,-92.7442
71765,1748,4.2,Strong,Arkansas,AR,"Strong,AR",Union,US,"33.1195, -92.3621",33.1195,-92.3621
72013,2180,8.7,Bee Branch,Arkansas,AR,"Bee Branch,AR",Van Buren,US,"35.4683, -92.3779",35.4683,-92.3779
72028,1404,8,Choctaw,Arkansas,AR,"Choctaw,AR",Van Buren,US,"35.5773, -92.5456",35.5773,-92.5456
72031,7198,10,Clinton,Arkansas,AR,"Clinton,AR",Van Buren,US,"35.6045, -92.4758",35.6045,-92.4758
72088,2677,62.7,Fairfield Bay,Arkansas,AR,"Fairfield Bay,AR",Van Buren,US,"35.6027, -92.2742",35.6027,-92.2742
72141,768,2.9,Scotland,Arkansas,AR,"Scotland,AR",Van Buren,US,"35.508, -92.5867",35.508,-92.5867
72153,2371,11.7,Shirley,Arkansas,AR,"Shirley,AR",Van Buren,US,"35.6498, -92.3143",35.6498,-92.3143
72629,381,5.6,Dennard,Arkansas,AR,"Dennard,AR",Van Buren,US,"35.7252, -92.5575",35.7252,-92.5575
72701,43641,121.3,Fayetteville,Arkansas,AR,"Fayetteville,AR",Washington,US,"36.052, -94.1534",36.052,-94.1534
72702,43641,121.3,Fayetteville,Arkansas,AR,"Fayetteville,AR",Washington,US,"36.0626, -94.1574",36.0626,-94.1574
72703,32352,244,Fayetteville,Arkansas,AR,"Fayetteville,AR",Washington,US,"36.0992, -94.1716",36.0992,-94.1716
72704,26832,108.4,Fayetteville,Arkansas,AR,"Fayetteville,AR",Washington,US,"36.0877, -94.3093",36.0877,-94.3093
72717,784,9.3,Canehill,Arkansas,AR,"Canehill,AR",Washington,US,"35.8477, -94.4441",35.8477,-94.4441
72727,5659,14.1,Elkins,Arkansas,AR,"Elkins,AR",Washington,US,"36.0177, -94.0073",36.0177,-94.0073
72728,5659,14.1,Elm Springs,Arkansas,AR,"Elm Springs,AR",Washington,US,"36.21, -94.2546",36.21,-94.2546
72729,165,8.8,Evansville,Arkansas,AR,"Evansville,AR",Washington,US,"35.7823, -94.4638",35.7823,-94.4638
72730,8116,141.5,Farmington,Arkansas,AR,"Farmington,AR",Washington,US,"36.0436, -94.2539",36.0436,-94.2539
72735,8469,34.7,Goshen,Arkansas,AR,"Goshen,AR",Washington,US,"36.0876, -93.9666",36.0876,-93.9666
72737,7128,27,Greenland,Arkansas,AR,"Greenland,AR",Washington,US,"35.9942, -94.1752",35.9942,-94.1752
72741,9674,10,Johnson,Arkansas,AR,"Johnson,AR",Washington,US,"36.1329, -94.1655",36.1329,-94.1655
72744,5917,26.1,Lincoln,Arkansas,AR,"Lincoln,AR",Washington,US,"35.9569, -94.4272",35.9569,-94.4272
72749,122,24.6,Morrow,Arkansas,AR,"Morrow,AR",Washington,US,"35.8654, -94.4432",35.8654,-94.4432
72753,9368,34.2,Prairie Grove,Arkansas,AR,"Prairie Grove,AR",Washington,US,"35.9918, -94.3169",35.9918,-94.3169
72762,39960,227.9,Springdale,Arkansas,AR,"Springdale,AR",Washington,US,"36.1835, -94.1762",36.1835,-94.1762
72764,56445,311.2,Springdale,Arkansas,AR,"Springdale,AR",Washington,US,"36.1716, -94.0428",36.1716,-94.0428
72765,56445,311.2,Springdale,Arkansas,AR,"Springdale,AR",Washington,US,"36.1725, -94.1535",36.1725,-94.1535
72766,56445,311.2,Springdale,Arkansas,AR,"Springdale,AR",Washington,US,"36.1867, -94.1288",36.1867,-94.1288
72769,1172,11,Summers,Arkansas,AR,"Summers,AR",Washington,US,"36.0138, -94.5",36.0138,-94.5
72770,1172,11,Tontitown,Arkansas,AR,"Tontitown,AR",Washington,US,"36.15, -94.2429",36.15,-94.2429
72774,5726,20.2,West Fork,Arkansas,AR,"West Fork,AR",Washington,US,"35.9082, -94.2304",35.9082,-94.2304
72959,2864,6,Winslow,Arkansas,AR,"Winslow,AR",Washington,US,"35.8312, -94.1187",35.8312,-94.1187
72010,6557,18.7,Bald Knob,Arkansas,AR,"Bald Knob,AR",White,US,"35.3113, -91.5502",35.3113,-91.5502
72012,13073,50.7,Beebe,Arkansas,AR,"Beebe,AR",White,US,"35.0937, -91.9074",35.0937,-91.9074
72020,3854,9.6,Bradford,Arkansas,AR,"Bradford,AR",White,US,"35.4277, -91.519",35.4277,-91.519
72045,1237,10,El Paso,Arkansas,AR,"El Paso,AR",White,US,"35.1142, -92.0901",35.1142,-92.0901
72052,850,5.7,Garner,Arkansas,AR,"Garner,AR",White,US,"35.1443, -91.7772",35.1443,-91.7772
72060,597,4,Griffithville,Arkansas,AR,"Griffithville,AR",White,US,"35.1144, -91.6242",35.1144,-91.6242
72068,411,170.9,Higginson,Arkansas,AR,"Higginson,AR",White,US,"35.1903, -91.7108",35.1903,-91.7108
72081,7157,32.3,Judsonia,Arkansas,AR,"Judsonia,AR",White,US,"35.325, -91.6491",35.325,-91.6491
72082,2010,140.5,Kensett,Arkansas,AR,"Kensett,AR",White,US,"35.2388, -91.6731",35.2388,-91.6731
72085,240,245,Letona,Arkansas,AR,"Letona,AR",White,US,"35.3617, -91.8293",35.3617,-91.8293
72102,3381,21.9,Mc Rae,Arkansas,AR,"Mc Rae,AR",White,US,"35.1132, -91.8216",35.1132,-91.8216
72121,3272,14.6,Pangburn,Arkansas,AR,"Pangburn,AR",White,US,"35.4216, -91.796",35.4216,-91.796
72136,1175,13.4,Romance,Arkansas,AR,"Romance,AR",White,US,"35.2155, -92.0699",35.2155,-92.0699
72137,2589,14.5,Rose Bud,Arkansas,AR,"Rose Bud,AR",White,US,"35.3214, -92.062",35.3214,-92.062
72139,218,204,Russell,Arkansas,AR,"Russell,AR",White,US,"35.3609, -91.5071",35.3609,-91.5071
72143,35997,44.6,Searcy,Arkansas,AR,"Searcy,AR",White,US,"35.2436, -91.7317",35.2436,-91.7317
72145,35997,44.6,Searcy,Arkansas,AR,"Searcy,AR",White,US,"35.2774, -91.7326",35.2774,-91.7326
72149,0,0,Searcy,Arkansas,AR,"Searcy,AR",White,US,"35.2474, -91.7314",35.2474,-91.7314
72178,9808,39.6,West Point,Arkansas,AR,"West Point,AR",White,US,"35.2032, -91.6064",35.2032,-91.6064
72006,2609,5.2,Augusta,Arkansas,AR,"Augusta,AR",Woodruff,US,"35.2788, -91.3527",35.2788,-91.3527
72036,699,2.7,Cotton Plant,Arkansas,AR,"Cotton Plant,AR",Woodruff,US,"35.0178, -91.229",35.0178,-91.229
72059,21,1.1,Gregory,Arkansas,AR,"Gregory,AR",Woodruff,US,"35.1554, -91.3432",35.1554,-91.3432
72074,120,1.9,Hunter,Arkansas,AR,"Hunter,AR",Woodruff,US,"35.0529, -91.1262",35.0529,-91.1262
72101,2946,5,Mc Crory,Arkansas,AR,"Mc Crory,AR",Woodruff,US,"35.2473, -91.1793",35.2473,-91.1793
72123,429,196.9,Patterson,Arkansas,AR,"Patterson,AR",Woodruff,US,"35.2588, -91.237",35.2588,-91.237
72824,1998,9,Belleville,Arkansas,AR,"Belleville,AR",Yell,US,"35.1038, -93.4518",35.1038,-93.4518
72827,166,1.9,Bluffton,Arkansas,AR,"Bluffton,AR",Yell,US,"34.9016, -93.5919",34.9016,-93.5919
72828,45,2.1,Briggsville,Arkansas,AR,"Briggsville,AR",Yell,US,"34.9161, -93.5157",34.9161,-93.5157
72829,45,2.1,Centerville,Arkansas,AR,"Centerville,AR",Yell,US,"35.1018, -93.1773",35.1018,-93.1773
72833,4216,9.4,Danville,Arkansas,AR,"Danville,AR",Yell,US,"35.0495, -93.3929",35.0495,-93.3929
72834,10642,26.2,Dardanelle,Arkansas,AR,"Dardanelle,AR",Yell,US,"35.1955, -93.1873",35.1955,-93.1873
72838,110,2.4,Gravelly,Arkansas,AR,"Gravelly,AR",Yell,US,"34.8881, -93.6802",34.8881,-93.6802
72842,1313,6.1,Havana,Arkansas,AR,"Havana,AR",Yell,US,"35.0832, -93.5955",35.0832,-93.5955
72853,1771,14.1,Ola,Arkansas,AR,"Ola,AR",Yell,US,"35.0309, -93.2136",35.0309,-93.2136
72857,1304,1.7,Plainview,Arkansas,AR,"Plainview,AR",Yell,US,"34.9668, -93.3099",34.9668,-93.3099
72860,611,4.1,Rover,Arkansas,AR,"Rover,AR",Yell,US,"34.9475, -93.4017",34.9475,-93.4017
85920,434,1.7,Alpine,Arizona,AZ,"Alpine,AZ",Apache,US,"33.8279, -109.1283",33.8279,-109.1283
85924,2696,1.3,Concho,Arizona,AZ,"Concho,AZ",Apache,US,"34.4458, -109.6741",34.4458,-109.6741
85925,4938,64.1,Eagar,Arizona,AZ,"Eagar,AZ",Apache,US,"34.1077, -109.294",34.1077,-109.294
85927,132,0.5,Greer,Arizona,AZ,"Greer,AZ",Apache,US,"34.0052, -109.4664",34.0052,-109.4664
85930,1337,2.2,Mcnary,Arizona,AZ,"Mcnary,AZ",Apache,US,"34.0754, -109.8532",34.0754,-109.8532
85932,378,1.1,Nutrioso,Arizona,AZ,"Nutrioso,AZ",Apache,US,"33.9531, -109.2092",33.9531,-109.2092
85936,4447,1.7,Saint Johns,Arizona,AZ,"Saint Johns,AZ",Apache,US,"34.501, -109.3796",34.501,-109.3796
85938,2212,2.5,Springerville,Arizona,AZ,"Springerville,AZ",Apache,US,"34.1702, -109.3315",34.1702,-109.3315
85940,1325,6.8,Vernon,Arizona,AZ,"Vernon,AZ",Apache,US,"34.2575, -109.6929",34.2575,-109.6929
86028,0,0.1,Petrified Forest Natl Pk,Arizona,AZ,"Petrified Forest Natl Pk,AZ",Apache,US,"35.2375, -109.5229",35.2375,-109.5229
86502,1290,0.8,Chambers,Arizona,AZ,"Chambers,AZ",Apache,US,"35.2375, -109.5229",35.2375,-109.5229
86503,11143,5,Chinle,Arizona,AZ,"Chinle,AZ",Apache,US,"36.1304, -109.6037",36.1304,-109.6037
86504,7003,7.9,Fort Defiance,Arizona,AZ,"Fort Defiance,AZ",Apache,US,"35.7445, -109.0765",35.7445,-109.0765
86505,8002,2.9,Ganado,Arizona,AZ,"Ganado,AZ",Apache,US,"35.7114, -109.542",35.7114,-109.542
86506,1165,3,Houck,Arizona,AZ,"Houck,AZ",Apache,US,"35.2831, -109.207",35.2831,-109.207
86507,2217,4.1,Lukachukai,Arizona,AZ,"Lukachukai,AZ",Apache,US,"36.4181, -109.2446",36.4181,-109.2446
86508,726,4.2,Lupton,Arizona,AZ,"Lupton,AZ",Apache,US,"35.3539, -109.0537",35.3539,-109.0537
86511,3658,3.9,Saint Michaels,Arizona,AZ,"Saint Michaels,AZ",Apache,US,"35.6447, -109.0956",35.6447,-109.0956
86512,2889,1.6,Sanders,Arizona,AZ,"Sanders,AZ",Apache,US,"35.2164, -109.3337",35.2164,-109.3337
86514,2936,1.6,Teec Nos Pos,Arizona,AZ,"Teec Nos Pos,AZ",Apache,US,"36.7797, -109.359",36.7797,-109.359
86515,4672,15.7,Window Rock,Arizona,AZ,"Window Rock,AZ",Apache,US,"35.6676, -109.0784",35.6676,-109.0784
86535,1298,1.7,Dennehotso,Arizona,AZ,"Dennehotso,AZ",Apache,US,"36.7773, -109.861",36.7773,-109.861
86538,2026,4.5,Many Farms,Arizona,AZ,"Many Farms,AZ",Apache,US,"36.4083, -109.634",36.4083,-109.634
86540,1043,1.7,Nazlini,Arizona,AZ,"Nazlini,AZ",Apache,US,"35.8964, -109.4487",35.8964,-109.4487
86544,1175,2,Red Valley,Arizona,AZ,"Red Valley,AZ",Apache,US,"35.2375, -109.5229",35.2375,-109.5229
86545,1373,1.9,Rock Point,Arizona,AZ,"Rock Point,AZ",Apache,US,"36.7181, -109.6259",36.7181,-109.6259
86547,1232,3.5,Round Rock,Arizona,AZ,"Round Rock,AZ",Apache,US,"36.5131, -109.4734",36.5131,-109.4734
86556,2073,3.3,Tsaile,Arizona,AZ,"Tsaile,AZ",Apache,US,"36.3071, -109.2176",36.3071,-109.2176
85602,9033,4.9,Benson,Arizona,AZ,"Benson,AZ",Cochise,US,"31.9883, -110.2941",31.9883,-110.2941
85603,6770,12.3,Bisbee,Arizona,AZ,"Bisbee,AZ",Cochise,US,"31.4086, -109.9117",31.4086,-109.9117
85605,516,0.7,Bowie,Arizona,AZ,"Bowie,AZ",Cochise,US,"32.3265, -109.487",32.3265,-109.487
85606,1040,3.6,Cochise,Arizona,AZ,"Cochise,AZ",Cochise,US,"32.0979, -109.9239",32.0979,-109.9239
85607,15411,8.8,Douglas,Arizona,AZ,"Douglas,AZ",Cochise,US,"31.3511, -109.5447",31.3511,-109.5447
85608,4978,481.1,Douglas,Arizona,AZ,"Douglas,AZ",Cochise,US,"31.4151, -109.596",31.4151,-109.596
85609,199,1.2,Dragoon,Arizona,AZ,"Dragoon,AZ",Cochise,US,"32.0281, -110.0387",32.0281,-110.0387
85610,978,1.2,Elfrida,Arizona,AZ,"Elfrida,AZ",Cochise,US,"31.7139, -109.6193",31.7139,-109.6193
85613,5480,46.2,Fort Huachuca,Arizona,AZ,"Fort Huachuca,AZ",Cochise,US,"31.5587, -110.3441",31.5587,-110.3441
85615,9442,17.4,Hereford,Arizona,AZ,"Hereford,AZ",Cochise,US,"31.4035, -110.2047",31.4035,-110.2047
85616,5384,16.1,Huachuca City,Arizona,AZ,"Huachuca City,AZ",Cochise,US,"31.6639, -110.3334",31.6639,-110.3334
85617,1231,2.2,Mc Neal,Arizona,AZ,"Mc Neal,AZ",Cochise,US,"31.5121, -109.8438",31.5121,-109.8438
85620,639,324.4,Naco,Arizona,AZ,"Naco,AZ",Cochise,US,"31.3373, -109.9413",31.3373,-109.9413
85625,2211,3,Pearce,Arizona,AZ,"Pearce,AZ",Cochise,US,"31.8885, -109.6119",31.8885,-109.6119
85626,1086,535.2,Pirtleville,Arizona,AZ,"Pirtleville,AZ",Cochise,US,"31.3572, -109.5635",31.3572,-109.5635
85627,1243,21.7,Pomerene,Arizona,AZ,"Pomerene,AZ",Cochise,US,"31.9995, -110.2862",31.9995,-110.2862
85630,1995,6,Saint David,Arizona,AZ,"Saint David,AZ",Cochise,US,"31.8973, -110.2154",31.8973,-110.2154
85632,811,0.4,San Simon,Arizona,AZ,"San Simon,AZ",Cochise,US,"32.0423, -109.1748",32.0423,-109.1748
85635,33767,187.8,Sierra Vista,Arizona,AZ,"Sierra Vista,AZ",Cochise,US,"31.5365, -110.2666",31.5365,-110.2666
85636,33767,187.8,Sierra Vista,Arizona,AZ,"Sierra Vista,AZ",Cochise,US,"31.6687, -110.2801",31.6687,-110.2801
85638,1871,2.4,Tombstone,Arizona,AZ,"Tombstone,AZ",Cochise,US,"31.7216, -110.0584",31.7216,-110.0584
85643,8475,1.8,Willcox,Arizona,AZ,"Willcox,AZ",Cochise,US,"32.373, -109.8631",32.373,-109.8631
85644,8475,1.8,Willcox,Arizona,AZ,"Willcox,AZ",Cochise,US,"32.2529, -109.832",32.2529,-109.832
85650,15747,141.3,Sierra Vista,Arizona,AZ,"Sierra Vista,AZ",Cochise,US,"31.4892, -110.2153",31.4892,-110.2153
85655,0,608.9,Douglas,Arizona,AZ,"Douglas,AZ",Cochise,US,"31.3447, -109.5468",31.3447,-109.5468
85670,11586,13.4,Fort Huachuca,Arizona,AZ,"Fort Huachuca,AZ",Cochise,US,"31.8801, -109.7543",31.8801,-109.7543
85671,11586,13.4,Sierra Vista,Arizona,AZ,"Sierra Vista,AZ",Cochise,US,"31.5545, -110.3037",31.5545,-110.3037
85931,203,0.3,Forest Lakes,Arizona,AZ,"Forest Lakes,AZ",Coconino,US,"34.4513, -110.8644",34.4513,-110.8644
86001,46041,17.8,Flagstaff,Arizona,AZ,"Flagstaff,AZ",Coconino,US,"35.1859, -111.662",35.1859,-111.662
86002,46041,17.8,Flagstaff,Arizona,AZ,"Flagstaff,AZ",Coconino,US,"35.1981, -111.6513",35.1981,-111.6513
86003,3,0.4,Flagstaff,Arizona,AZ,"Flagstaff,AZ",Coconino,US,"35.1981, -111.6513",35.1981,-111.6513
86004,35798,18.9,Flagstaff,Arizona,AZ,"Flagstaff,AZ",Coconino,US,"35.2257, -111.5741",35.2257,-111.5741
86005,35798,18.9,Flagstaff,Arizona,AZ,"Flagstaff,AZ",Coconino,US,"35.1545, -111.6789",35.1545,-111.6789
86011,9124,3624.5,Flagstaff,Arizona,AZ,"Flagstaff,AZ",Coconino,US,"35.1981, -111.6513",35.1981,-111.6513
86015,470,27.3,Bellemont,Arizona,AZ,"Bellemont,AZ",Coconino,US,"35.2381, -111.8335",35.2381,-111.8335
86016,41,0.2,Gray Mountain,Arizona,AZ,"Gray Mountain,AZ",Coconino,US,"35.7504, -111.6188",35.7504,-111.6188
86017,868,1.9,Munds Park,Arizona,AZ,"Munds Park,AZ",Coconino,US,"34.9412, -111.641",34.9412,-111.641
