Zip,population,density,City,St,State,CitySt,County,Country,Coordinates,lat,long
92178,31866,2242.8,Coronado,California,CA,"Coronado,CA",San Diego,US,"32.6859, -117.1831",32.6859,-117.1831
92179,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92182,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7751, -117.0762",32.7751,-117.0762
92186,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92187,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92190,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92191,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92192,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92193,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92195,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92196,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92197,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92198,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7153, -117.1573",32.7153,-117.1573
92199,31866,2242.8,San Diego,California,CA,"San Diego,CA",San Diego,US,"32.7516, -117.1918",32.7516,-117.1918
94102,31067,17995.9,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7813, -122.4167",37.7813,-122.4167
94103,28735,7722.6,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7725, -122.4147",37.7725,-122.4147
94104,546,2021.3,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7915, -122.4018",37.7915,-122.4018
94105,9155,6205.8,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7864, -122.3892",37.7864,-122.3892
94107,29689,5730,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7621, -122.3971",37.7621,-122.3971
94108,14550,19720.5,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7929, -122.4079",37.7929,-122.4079
94109,56677,18190,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7917, -122.4186",37.7917,-122.4186
94110,74161,11517.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7509, -122.4153",37.7509,-122.4153
94111,3620,4166.6,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7974, -122.4001",37.7974,-122.4001
94112,85166,9106.1,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7195, -122.4411",37.7195,-122.4411
94114,34754,8428.9,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7587, -122.433",37.7587,-122.433
94115,35004,11426.7,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7856, -122.4358",37.7856,-122.4358
94116,47823,6523,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7441, -122.4863",37.7441,-122.4863
94117,44239,8956.9,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7712, -122.4413",37.7712,-122.4413
94118,41468,7591.3,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7812, -122.4614",37.7812,-122.4614
94119,41468,7591.3,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94120,41468,7591.3,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94121,43795,5163.3,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7786, -122.4892",37.7786,-122.4892
94122,62131,9146.8,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7593, -122.4836",37.7593,-122.4836
94123,25941,8723.6,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7999, -122.4342",37.7999,-122.4342
94124,35363,2664.3,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7309, -122.3886",37.7309,-122.3886
94125,35363,2664.3,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94126,35363,2664.3,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94127,21423,4206.3,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7354, -122.4571",37.7354,-122.4571
94129,3994,533.3,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.8005, -122.465",37.8005,-122.465
94130,3064,1262.4,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.8231, -122.3693",37.8231,-122.3693
94131,29902,4996.6,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.745, -122.4383",37.745,-122.4383
94132,31488,3492.3,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7211, -122.4754",37.7211,-122.4754
94133,26527,13416.4,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.8002, -122.4091",37.8002,-122.4091
94134,42471,6569.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.719, -122.4096",37.719,-122.4096
94137,42471,6569.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94139,42471,6569.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94140,42471,6569.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94141,42471,6569.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94142,42471,6569.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94143,42471,6569.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7631, -122.4586",37.7631,-122.4586
94144,42471,6569.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94145,42471,6569.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94146,42471,6569.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94147,42471,6569.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94151,42471,6569.2,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94158,7291,2812.4,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7694, -122.3867",37.7694,-122.3867
94159,7291,2812.4,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94160,7291,2812.4,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94161,7291,2812.4,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94163,7291,2812.4,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94164,7291,2812.4,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94172,7291,2812.4,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94177,7291,2812.4,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
94188,7291,2812.4,San Francisco,California,CA,"San Francisco,CA",City and County of San Francisco,US,"37.7749, -122.4194",37.7749,-122.4194
95201,48854,1865.2,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"37.958, -121.2876",37.958,-121.2876
95202,6001,2335.7,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"37.9606, -121.2871",37.9606,-121.2871
95203,15775,982.3,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"37.9532, -121.3116",37.9532,-121.3116
95204,28425,2103.4,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"37.9743, -121.3154",37.9743,-121.3154
95205,38544,1617.5,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"37.9625, -121.2624",37.9625,-121.2624
95206,64034,173.1,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"37.9177, -121.3123",37.9177,-121.3123
95207,51879,2552.3,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"38.0024, -121.3238",38.0024,-121.3238
95208,51879,2552.3,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"37.9304, -121.436",37.9304,-121.436
95209,44313,1819.1,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"38.0377, -121.3445",38.0377,-121.3445
95210,41117,2274.8,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"38.025, -121.2972",38.025,-121.2972
95211,1629,3941.5,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"37.9809, -121.311",37.9809,-121.311
95212,28049,451.9,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"38.0315, -121.2589",38.0315,-121.2589
95213,28049,451.9,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"37.9054, -121.2222",37.9054,-121.2222
95214,28049,451.9,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"37.9053, -121.2262",37.9053,-121.2262
95215,24371,94.7,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"37.9551, -121.2041",37.9551,-121.2041
95219,29668,190,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"38.01, -121.3698",38.01,-121.3698
95220,7538,48.8,Acampo,California,CA,"Acampo,CA",San Joaquin,US,"38.2004, -121.2186",38.2004,-121.2186
95227,842,9.8,Clements,California,CA,"Clements,CA",San Joaquin,US,"38.1929, -121.0811",38.1929,-121.0811
95230,597,2.3,Farmington,California,CA,"Farmington,CA",San Joaquin,US,"37.9299, -121.0002",37.9299,-121.0002
95231,5092,159.5,French Camp,California,CA,"French Camp,CA",San Joaquin,US,"37.878, -121.2827",37.878,-121.2827
95234,113,0.8,Holt,California,CA,"Holt,CA",San Joaquin,US,"37.9344, -121.4261",37.9344,-121.4261
95236,4223,15.1,Linden,California,CA,"Linden,CA",San Joaquin,US,"38.032, -121.0493",38.032,-121.0493
95237,3531,153.1,Lockeford,California,CA,"Lockeford,CA",San Joaquin,US,"38.1613, -121.1424",38.1613,-121.1424
95240,48838,220.2,Lodi,California,CA,"Lodi,CA",San Joaquin,US,"38.1222, -121.2555",38.1222,-121.2555
95241,48838,220.2,Lodi,California,CA,"Lodi,CA",San Joaquin,US,"38.1327, -121.2724",38.1327,-121.2724
95242,26235,102.1,Lodi,California,CA,"Lodi,CA",San Joaquin,US,"38.1308, -121.3345",38.1308,-121.3345
95253,15703,42.4,Victor,California,CA,"Victor,CA",San Joaquin,US,"38.138, -121.205",38.138,-121.205
95258,3881,481.3,Woodbridge,California,CA,"Woodbridge,CA",San Joaquin,US,"38.1551, -121.3086",38.1551,-121.3086
95267,3881,481.3,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"38.0003, -121.3174",38.0003,-121.3174
95269,3881,481.3,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"38.0187, -121.3225",38.0187,-121.3225
95296,3881,481.3,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"37.9577, -121.2908",37.9577,-121.2908
95297,3881,481.3,Stockton,California,CA,"Stockton,CA",San Joaquin,US,"38.0025, -121.324",38.0025,-121.324
95304,14539,38,Tracy,California,CA,"Tracy,CA",San Joaquin,US,"37.7319, -121.4096",37.7319,-121.4096
95320,13094,55.8,Escalon,California,CA,"Escalon,CA",San Joaquin,US,"37.7983, -121.0006",37.7983,-121.0006
95330,21552,320.4,Lathrop,California,CA,"Lathrop,CA",San Joaquin,US,"37.8209, -121.2827",37.8209,-121.2827
95336,47612,430.3,Manteca,California,CA,"Manteca,CA",San Joaquin,US,"37.8134, -121.2132",37.8134,-121.2132
95337,37706,268.2,Manteca,California,CA,"Manteca,CA",San Joaquin,US,"37.7808, -121.2344",37.7808,-121.2344
95366,17654,186.1,Ripon,California,CA,"Ripon,CA",San Joaquin,US,"37.7491, -121.1284",37.7491,-121.1284
95376,53542,2522.6,Tracy,California,CA,"Tracy,CA",San Joaquin,US,"37.7383, -121.4345",37.7383,-121.4345
95377,32501,110.4,Tracy,California,CA,"Tracy,CA",San Joaquin,US,"37.6567, -121.4955",37.6567,-121.4955
95378,32501,110.4,Tracy,California,CA,"Tracy,CA",San Joaquin,US,"37.6761, -121.433",37.6761,-121.433
95385,440,6.7,Vernalis,California,CA,"Vernalis,CA",San Joaquin,US,"37.6176, -121.2581",37.6176,-121.2581
95391,16562,161.9,Tracy,California,CA,"Tracy,CA",San Joaquin,US,"37.7695, -121.5397",37.7695,-121.5397
95686,1209,19.9,Thornton,California,CA,"Thornton,CA",San Joaquin,US,"38.2261, -121.4236",38.2261,-121.4236
93401,28423,154.8,San Luis Obispo,California,CA,"San Luis Obispo,CA",San Luis Obispo,US,"35.2635, -120.6509",35.2635,-120.6509
93402,16350,190,Los Osos,California,CA,"Los Osos,CA",San Luis Obispo,US,"35.3172, -120.8333",35.3172,-120.8333
93403,16350,190,San Luis Obispo,California,CA,"San Luis Obispo,CA",San Luis Obispo,US,"35.2828, -120.6596",35.2828,-120.6596
93405,36550,155.9,San Luis Obispo,California,CA,"San Luis Obispo,CA",San Luis Obispo,US,"35.2901, -120.6817",35.2901,-120.6817
93406,36550,155.9,San Luis Obispo,California,CA,"San Luis Obispo,CA",San Luis Obispo,US,"35.2828, -120.6596",35.2828,-120.6596
93407,36550,155.9,San Luis Obispo,California,CA,"San Luis Obispo,CA",San Luis Obispo,US,"35.2828, -120.6596",35.2828,-120.6596
93408,36550,155.9,San Luis Obispo,California,CA,"San Luis Obispo,CA",San Luis Obispo,US,"35.2828, -120.6596",35.2828,-120.6596
93409,36550,155.9,San Luis Obispo,California,CA,"San Luis Obispo,CA",San Luis Obispo,US,"35.2211, -120.6364",35.2211,-120.6364
93410,0,0,San Luis Obispo,California,CA,"San Luis Obispo,CA",San Luis Obispo,US,"35.3471, -120.4553",35.3471,-120.4553
93412,0,0,Los Osos,California,CA,"Los Osos,CA",San Luis Obispo,US,"35.3111, -120.8324",35.3111,-120.8324
93420,30136,58.6,Arroyo Grande,California,CA,"Arroyo Grande,CA",San Luis Obispo,US,"35.1661, -120.4651",35.1661,-120.4651
93421,30136,58.6,Arroyo Grande,California,CA,"Arroyo Grande,CA",San Luis Obispo,US,"35.1186, -120.5907",35.1186,-120.5907
93422,33806,200.1,Atascadero,California,CA,"Atascadero,CA",San Luis Obispo,US,"35.4754, -120.6638",35.4754,-120.6638
93423,33806,200.1,Atascadero,California,CA,"Atascadero,CA",San Luis Obispo,US,"35.4282, -120.7695",35.4282,-120.7695
93424,776,185,Avila Beach,California,CA,"Avila Beach,CA",San Luis Obispo,US,"35.18, -120.7318",35.18,-120.7318
93428,5981,31.7,Cambria,California,CA,"Cambria,CA",San Luis Obispo,US,"35.5566, -121.084",35.5566,-121.084
93430,2947,15.9,Cayucos,California,CA,"Cayucos,CA",San Luis Obispo,US,"35.4446, -120.8908",35.4446,-120.8908
93432,1125,5.9,Creston,California,CA,"Creston,CA",San Luis Obispo,US,"35.4779, -120.4361",35.4779,-120.4361
93433,13538,2349,Grover Beach,California,CA,"Grover Beach,CA",San Luis Obispo,US,"35.121, -120.6173",35.121,-120.6173
93435,7350,83.1,Harmony,California,CA,"Harmony,CA",San Luis Obispo,US,"35.4919, -120.9763",35.4919,-120.9763
93442,10976,92.8,Morro Bay,California,CA,"Morro Bay,CA",San Luis Obispo,US,"35.3795, -120.8447",35.3795,-120.8447
93443,10976,92.8,Morro Bay,California,CA,"Morro Bay,CA",San Luis Obispo,US,"35.3658, -120.8499",35.3658,-120.8499
93444,20775,107.9,Nipomo,California,CA,"Nipomo,CA",San Luis Obispo,US,"35.0298, -120.4894",35.0298,-120.4894
93445,7383,164.8,Oceano,California,CA,"Oceano,CA",San Luis Obispo,US,"35.1019, -120.608",35.1019,-120.608
93446,44753,40.4,Paso Robles,California,CA,"Paso Robles,CA",San Luis Obispo,US,"35.6406, -120.7003",35.6406,-120.7003
93447,44753,40.4,Paso Robles,California,CA,"Paso Robles,CA",San Luis Obispo,US,"35.7562, -120.6935",35.7562,-120.6935
93448,44753,40.4,Pismo Beach,California,CA,"Pismo Beach,CA",San Luis Obispo,US,"35.1428, -120.6413",35.1428,-120.6413
93449,8116,295.8,Pismo Beach,California,CA,"Pismo Beach,CA",San Luis Obispo,US,"35.1578, -120.6522",35.1578,-120.6522
93451,4089,2.9,San Miguel,California,CA,"San Miguel,CA",San Luis Obispo,US,"35.9004, -120.5929",35.9004,-120.5929
93452,795,1.8,San Simeon,California,CA,"San Simeon,CA",San Luis Obispo,US,"35.6668, -121.144",35.6668,-121.144
93453,2953,1.8,Santa Margarita,California,CA,"Santa Margarita,CA",San Luis Obispo,US,"35.3584, -120.2596",35.3584,-120.2596
93461,1451,1.8,Shandon,California,CA,"Shandon,CA",San Luis Obispo,US,"35.6513, -120.372",35.6513,-120.372
93465,8914,40.1,Templeton,California,CA,"Templeton,CA",San Luis Obispo,US,"35.5551, -120.7107",35.5551,-120.7107
93475,8914,40.1,Oceano,California,CA,"Oceano,CA",San Luis Obispo,US,"35.1004, -120.6111",35.1004,-120.6111
93483,8914,40.1,Grover Beach,California,CA,"Grover Beach,CA",San Luis Obispo,US,"35.1216, -120.6213",35.1216,-120.6213
94002,27202,1772.8,Belmont,California,CA,"Belmont,CA",San Mateo,US,"37.5174, -122.2927",37.5174,-122.2927
94005,4692,376.1,Brisbane,California,CA,"Brisbane,CA",San Mateo,US,"37.6811, -122.4001",37.6811,-122.4001
94010,42730,1328.3,Burlingame,California,CA,"Burlingame,CA",San Mateo,US,"37.5671, -122.3676",37.5671,-122.3676
94011,42730,1328.3,Burlingame,California,CA,"Burlingame,CA",San Mateo,US,"37.5841, -122.3661",37.5841,-122.3661
94014,49515,2880.9,Daly City,California,CA,"Daly City,CA",San Mateo,US,"37.6875, -122.4388",37.6875,-122.4388
94015,64887,4090.5,Daly City,California,CA,"Daly City,CA",San Mateo,US,"37.6787, -122.478",37.6787,-122.478
94016,64887,4090.5,Daly City,California,CA,"Daly City,CA",San Mateo,US,"37.7058, -122.4619",37.7058,-122.4619
94017,64887,4090.5,Daly City,California,CA,"Daly City,CA",San Mateo,US,"37.7058, -122.4619",37.7058,-122.4619
94018,64887,4090.5,El Granada,California,CA,"El Granada,CA",San Mateo,US,"37.5101, -122.4734",37.5101,-122.4734
94019,20314,135.3,Half Moon Bay,California,CA,"Half Moon Bay,CA",San Mateo,US,"37.4791, -122.4459",37.4791,-122.4459
94020,1334,10.8,La Honda,California,CA,"La Honda,CA",San Mateo,US,"37.2726, -122.2495",37.2726,-122.2495
94021,436,16.3,Loma Mar,California,CA,"Loma Mar,CA",San Mateo,US,"37.2708, -122.2807",37.2708,-122.2807
94025,42788,1306.6,Menlo Park,California,CA,"Menlo Park,CA",San Mateo,US,"37.4396, -122.1864",37.4396,-122.1864
94026,42788,1306.6,Menlo Park,California,CA,"Menlo Park,CA",San Mateo,US,"37.3811, -122.3348",37.3811,-122.3348
94027,7444,526.7,Atherton,California,CA,"Atherton,CA",San Mateo,US,"37.4563, -122.2002",37.4563,-122.2002
94028,6868,165.6,Portola Valley,California,CA,"Portola Valley,CA",San Mateo,US,"37.3702, -122.2182",37.3702,-122.2182
94030,22710,2453.7,Millbrae,California,CA,"Millbrae,CA",San Mateo,US,"37.6004, -122.402",37.6004,-122.402
94037,2692,194.8,Montara,California,CA,"Montara,CA",San Mateo,US,"37.5428, -122.5052",37.5428,-122.5052
94038,3687,744.8,Moss Beach,California,CA,"Moss Beach,CA",San Mateo,US,"37.531, -122.5068",37.531,-122.5068
94044,39065,981.3,Pacifica,California,CA,"Pacifica,CA",San Mateo,US,"37.6196, -122.4816",37.6196,-122.4816
94060,1081,8.2,Pescadero,California,CA,"Pescadero,CA",San Mateo,US,"37.2065, -122.3649",37.2065,-122.3649
94061,39624,3624.9,Redwood City,California,CA,"Redwood City,CA",San Mateo,US,"37.4647, -122.2304",37.4647,-122.2304
94062,27757,140.9,Redwood City,California,CA,"Redwood City,CA",San Mateo,US,"37.4245, -122.296",37.4245,-122.296
